member_id,display_as,gender,party,party_simple,mp_final_relig,ass_suicide_2nd,ass_suicide_3rd,lgbt,ethnic_mp,relig_christian,relig_muslim,relig_jewish,relig_sikh,mp_swear,mp_swear_book,mp_inferred_relig,elected,majority,constituency_type,cen_claimant,cen_eth_white,cen_rel_christian,cen_rel_buddhist,cen_rel_hindu,cen_rel_jewish,cen_rel_muslim,cen_rel_sikh,cen_rel_no religion,cen_qual_none,cen_qual_grad,cen_disab_some
5130,Matt Turmaine,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.06461,Borough,4.756069,0.61611,0.442962,0.009796,0.082884,0.013469,0.124452,0.006494,0.249966,0.156344,0.411761,0.12584
5131,Jack Abbott,M,Labour (Co-op),Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.098188,Borough,4.76197,0.834445,0.421799,0.004503,0.010904,0.000714,0.040115,0.003161,0.448833,0.212339,0.273622,0.179838
5132,Liam Conlon,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.167168,Borough,3.812978,0.727903,0.463948,0.006234,0.02056,0.004246,0.041577,0.002501,0.386216,0.121223,0.486307,0.132916
5133,Alice Macdonald,F,Labour (Co-op),Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.147185,Borough,3.521821,0.930852,0.410376,0.003753,0.003743,0.001251,0.01727,0.000847,0.493075,0.199217,0.265972,0.196911
5134,Andy MacNae,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.075605,County,3.963231,0.943417,0.523139,0.002189,0.00143,0.0007,0.031319,0.0007,0.385279,0.182042,0.308145,0.195064
5135,Oliver Ryan,M,Labour (Co-op),Labour,Catholic,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.045628,County,7.084047,0.775972,0.456091,0.002264,0.00178,0.000319,0.188453,0.00052,0.293396,0.247338,0.245988,0.201417
5136,Imogen Walker,F,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.12549,County,3.519971,0.961012,0.47904,0.001356,0.002589,0.000544,0.011802,0.001376,0.440171,0.202845,0.263761,0.260001
5137,Maureen Burke,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.063862,Borough,6.364247,0.833433,0.452943,0.004238,0.01053,0.000961,0.050595,0.003687,0.400771,0.271088,0.240941,0.294376
5138,Ian Roome,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.085282,County,2.746754,0.969852,0.466784,0.003306,0.001775,0.000913,0.004371,0.000517,0.451167,0.17758,0.285398,0.195698
5139,Emily Darlington,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.089926,Borough,4.819405,0.655351,0.429155,0.005913,0.058919,0.001335,0.080911,0.008886,0.349985,0.149468,0.387792,0.138774
5140,Claire Young,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.038546,County,2.237068,0.960443,0.47689,0.002791,0.002394,0.000591,0.005949,0.001487,0.446777,0.143224,0.331521,0.170339
5141,Alex Mayer,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.008691,County,3.340887,0.872745,0.485386,0.003649,0.014346,0.001991,0.020902,0.002575,0.411436,0.16716,0.308497,0.152565
5142,Abtisam Mohamed,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Elected,0.136746,Borough,4.264594,0.669035,0.250787,0.008572,0.01691,0.001979,0.146401,0.002212,0.484707,0.103417,0.455667,0.165855
5143,Catherine Atkinson,F,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.124028,Borough,4.634157,0.801939,0.406868,0.003691,0.013755,0.000504,0.059737,0.030406,0.415489,0.170276,0.326225,0.191739
5144,Richard Quigley,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.05734,County,3.403626,0.967375,0.466979,0.003572,0.001779,0.001101,0.005054,0.000155,0.450095,0.171469,0.285597,0.225471
5145,Irene Campbell,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.049199,County,4.549701,0.981215,0.43783,0.002142,0.000525,0.000361,0.003956,0.001158,0.486707,0.196815,0.259446,0.283855
5146,Michael Payne,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.154287,County,3.482218,0.886138,0.413688,0.003195,0.00649,0.000772,0.023625,0.008548,0.483612,0.177669,0.31546,0.188938
5147,Luke Myer,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.003043,County,3.749678,0.964278,0.539558,0.001915,0.002143,0.000249,0.011666,0.001699,0.387278,0.208999,0.275586,0.211181
5148,Hamish Falconer,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.121593,Borough,3.835952,0.927316,0.431853,0.003289,0.004132,0.000665,0.016818,0.000971,0.466955,0.169334,0.269036,0.2016
5149,Amanda Hack,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.013016,County,2.242979,0.95837,0.489648,0.002154,0.004701,0.000433,0.004147,0.00301,0.440165,0.184659,0.297932,0.175811
5150,Samantha Niblett,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.056543,County,2.688081,0.929659,0.473402,0.002272,0.005673,0.000328,0.00747,0.021986,0.429388,0.165676,0.311552,0.175064
5151,David Williams,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.072752,Borough,6.188952,0.870283,0.473215,0.001964,0.002801,0.000279,0.076975,0.001326,0.381975,0.261833,0.207928,0.209952
5152,Sureena Brackenridge,F,Labour,Labour,None,No,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Elected,0.076674,Borough,7.377899,0.72444,0.486146,0.002334,0.014973,0.000249,0.030864,0.075209,0.327386,0.266799,0.219619,0.190207
5154,Sarah Hall,F,Labour (Co-op),Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.144654,County,2.534534,0.923439,0.567484,0.003069,0.010161,0.000777,0.021885,0.003098,0.338464,0.15044,0.354983,0.163375
5155,Chris Kane,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.018274,County,2.324518,0.953766,0.384078,0.002912,0.004568,0.000667,0.009774,0.001255,0.527978,0.127825,0.396651,0.218831
5156,Jess Asato,F,Labour,Labour,None,No,TBC,No,Yes,0,0,0,0,Affirm,No text,None,Elected,0.027122,County,3.9416,0.969762,0.437678,0.002887,0.001936,0.000783,0.004199,0.000412,0.484881,0.229751,0.208778,0.229159
5157,Susan Murray,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.131421,County,1.871474,0.929542,0.464832,0.001961,0.009154,0.000451,0.014334,0.008923,0.43132,0.114682,0.455188,0.20588
5158,Rupert Lowe,M,Reform UK,Reform UK,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.01945,County,4.871551,0.945975,0.466826,0.002677,0.003519,0.000632,0.007248,0.000371,0.451988,0.265066,0.182437,0.22606
5159,Connor Rand,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.056386,Borough,2.11996,0.805614,0.50538,0.004707,0.029755,0.020907,0.064058,0.004043,0.316892,0.114933,0.486557,0.142206
5160,Jenny Riddell-Carpenter,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.014358,County,2.074905,0.958399,0.492493,0.0037,0.002252,0.001405,0.00548,0.000654,0.427468,0.176155,0.307696,0.200363
5161,Richard Tice,M,Reform UK,Reform UK,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.026513,County,4.25067,0.957337,0.574172,0.002401,0.002556,0.000568,0.009872,0.000732,0.343007,0.29116,0.180848,0.213507
5162,Matthew Patrick,M,Labour,Labour,Jewish,No,TBC,No,No,0,0,1,0,Oath,Torah,Other Religion,Elected,0.137264,County,1.822943,0.962426,0.609337,0.002845,0.004358,0.001058,0.004642,0.000489,0.321629,0.136467,0.407129,0.191429
5163,Peter Prinsley,M,Labour,Labour,Jewish,Yes,TBC,No,No,0,0,1,0,Oath,Old Testament,Other Religion,Elected,0.018502,County,2.644447,0.947838,0.481146,0.004746,0.002865,0.000797,0.005011,0.000473,0.438553,0.174538,0.312442,0.171585
5164,Steff Aquarone,M,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.036185,County,2.862583,0.981016,0.523273,0.00368,0.00077,0.001334,0.001713,0.000138,0.39457,0.203806,0.267242,0.228958
5165,Peter Swallow,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.010941,Borough,2.786802,0.856602,0.461549,0.009285,0.025084,0.001444,0.018098,0.007536,0.414968,0.135557,0.341956,0.138437
5166,Mark Sewards,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.117224,Borough,3.270317,0.914036,0.441416,0.002465,0.010969,0.001264,0.01707,0.007647,0.461881,0.196312,0.282454,0.171551
5167,Gregor Poynton,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.045206,County,2.599059,0.936866,0.361837,0.001498,0.005667,0.000411,0.021006,0.000754,0.549363,0.164238,0.267462,0.243136
5168,Adam Jogee,M,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Affirm,No text,None,Elected,0.074747,County,3.304946,0.915532,0.509548,0.004467,0.006781,0.000581,0.02183,0.002325,0.391216,0.195956,0.285499,0.21166
5169,Charlie Dewhirst,M,Conservative,Con,Christian,Abstain,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.041981,County,3.403177,0.980691,0.539913,0.002603,0.000886,0.00081,0.004773,0.000248,0.384679,0.219963,0.259123,0.220551
5170,John Grady,M,Labour,Labour,Catholic,No,TBC,No,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.054851,Borough,5.223778,0.80185,0.42474,0.003521,0.016982,0.001204,0.091139,0.003481,0.382932,0.222923,0.305704,0.265607
5171,Julia Buckley,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.14824,County,2.820928,0.9561,0.506707,0.003156,0.002927,0.000649,0.006553,0.001698,0.412624,0.150657,0.344576,0.181615
5172,Dan Aldridge,M,Labour,Labour,Catholic,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - Jerusalem,Catholic,Elected,0.061754,County,3.665161,0.94982,0.445865,0.00323,0.002322,0.000681,0.00843,0.000433,0.466336,0.175108,0.272899,0.211848
5173,Alex Baker,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.072346,Borough,3.041825,0.79334,0.432053,0.042212,0.051554,0.000673,0.022303,0.002197,0.383863,0.176655,0.299432,0.143064
5174,Fred Thomas,M,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.074996,Borough,3.387685,0.959378,0.441601,0.002853,0.002694,0.000636,0.007176,0.000209,0.487899,0.208249,0.227933,0.228459
5175,Alex Barros-Curtis,M,Labour,Labour,None,Yes,TBC,Yes,No,0,0,0,0,Affirm,No text,None,Elected,0.092725,Borough,4.427322,0.839394,0.405371,0.003785,0.010068,0.001171,0.06665,0.005229,0.445467,0.187987,0.401163,0.193756
5176,Baggy Shanker,M,Labour (Co-op),Labour,Sikh,Yes,TBC,No,Yes,0,0,0,1,Oath,No text,None,Elected,0.082282,Borough,7.681431,0.614843,0.365733,0.002633,0.012673,0.000641,0.190866,0.05427,0.304907,0.249935,0.254289,0.185914
5177,Ann Davies,F,Plaid Cymru,Nats,Christian,No,TBC,No,No,1,0,0,0,Oath,Bible - Welsh,Christian,Elected,0.06128,County,3.127196,0.971517,0.495701,0.003239,0.002579,0.000618,0.006041,0.000831,0.419708,0.193798,0.332747,0.221792
5178,Sally Jameson,F,Labour (Co-op),Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.127896,County,6.130802,0.875282,0.507424,0.003522,0.006804,0.00049,0.048305,0.00865,0.362062,0.242254,0.244488,0.188809
5179,Kirsteen Sullivan,F,Labour (Co-op),Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.115301,County,2.604549,0.965024,0.390604,0.001524,0.002551,0.000402,0.00868,0.000593,0.536218,0.164708,0.284569,0.241169
5180,Nesil Caliskan,F,Labour,Labour,Muslim,No,TBC,No,Yes,0,1,0,0,Oath,Quran,Muslim,Elected,0.138483,Borough,8.4839,0.422842,0.437003,0.003931,0.028524,0.001016,0.275625,0.017726,0.177468,0.222997,0.341363,0.12778
5181,Becky Gittins,F,Labour,Labour,Christian,Yes,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.06031,County,2.849513,0.978234,0.517198,0.003163,0.001592,0.000479,0.004505,0.000114,0.402784,0.171893,0.328169,0.208571
5182,Charlotte Cane,F,Liberal Democrat,Lib Dem,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.006257,County,2.245733,0.936228,0.478984,0.004011,0.005518,0.001697,0.007111,0.001384,0.431387,0.160793,0.370295,0.160199
5183,Frank McNally,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Elected,0.087302,Borough,3.653349,0.96371,0.577811,0.001232,0.000937,0.000126,0.013543,0.001822,0.343331,0.228065,0.212976,0.268248
5184,Daniel Francis,M,Labour,Labour,None,No,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.030072,Borough,3.830674,0.731809,0.499235,0.007612,0.031329,0.000568,0.037055,0.025886,0.338445,0.1864,0.305119,0.151739
5185,Alan Gemmell,M,Labour,Labour,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.098958,County,3.44801,0.977609,0.415406,0.001597,0.001471,0.000433,0.004175,0.002772,0.509376,0.189105,0.267558,0.267229
5186,Bradley Thomas,M,Conservative,Con,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.039441,County,2.757808,0.930694,0.535122,0.002863,0.006755,0.000948,0.008661,0.011615,0.374449,0.156903,0.366185,0.165724
5187,Josh Dean,M,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.060166,County,2.084571,0.908951,0.477999,0.004333,0.007361,0.003557,0.014787,0.001656,0.425302,0.133769,0.400672,0.13582
5188,Tracy Gilbert,F,Labour,Labour,None,Yes,TBC,No,No,0,0,0,0,Affirm,No text,None,Elected,0.092691,Borough,3.141549,0.849236,0.277401,0.006214,0.014072,0.002689,0.033076,0.003379,0.586969,0.091016,0.558793,0.19012
5189,Gordon McKee,M,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.059158,Borough,4.466847,0.846961,0.381795,0.003346,0.005632,0.002209,0.076656,0.005697,0.449178,0.167187,0.408751,0.249388
5190,Patricia Ferguson,F,Labour,Labour,Christian,No,TBC,No,No,0,0,0,0,Oath,New Testament,Christian,Elected,0.093382,Borough,4.729192,0.837065,0.362049,0.004814,0.009527,0.001544,0.051995,0.003835,0.491684,0.161025,0.426346,0.247103
5191,Adam Dance,M,Liberal Democrat,Lib Dem,Christian,Yes,TBC,Yes,No,0,0,0,0,Oath,Bible - KJV,Christian,Elected,0.153507,County,2.740775,0.958616,0.519919,0.002946,0.002393,0.000553,0.005454,0.000191,0.398945,0.173832,0.274638,0.187785
